Name,Disc. Date,R.A.,Dec.,Total Epochs,Epochs Pre-SN,Epochs Post-SN,First Epoch,Last Epoch
SN2006qh,2006-11-19,21h47m53.02s,0d42m24.6s,3,2,1,746284744.995,905527890.995
SN2006qi,2006-11-20,1h50m19.56s,0d53m05.6s,6,0,6,876545335.995,909549936.495
SN2006qi,2006-11-20,1h50m19.56s,0d53m05.6s,6,0,6,876545335.995,909549936.495
SN2006ql,2006-11-23,1h50m09.02s,0d25m12.4s,4,0,4,876545264.495,908509521.995
SN2006ql,2006-11-23,1h50m09.02s,0d25m12.4s,4,0,4,876545264.495,908509521.995
SN2006qm,2006-11-23,2h42m24.07s,-0d47m47.5s,1,0,1,1006023947.495,1006023947.495
SN2006qs,2006-10-10,0h33m27.32s,11d53m14.8s,2,0,2,845821576.495,878059581.995
SN2006qs,2006-10-10,0h33m27.32s,11d53m14.8s,2,0,2,845821576.495,878059581.995
SN2006qv,2006-10-19,1h48m32.35s,18d12m19.6s,1,0,1,1005782014.995,1005782014.995
SN2006qw,2006-10-21,3h08m46.88s,18d56m26s,2,0,2,877160346.995,877828873.995
SN2006qw,2006-10-21,3h08m46.88s,18d56m26s,2,0,2,877160346.995,877828873.995
SN2006qy,2006-10-23,23h45m36.12s,-12d11m55s,2,2,0,842248206.495,843253833.995
SN2006qy,2006-10-23,23h45m36.12s,-12d11m55s,2,2,0,842248206.495,843253833.995
SN2006R,2006-01-26,16h23m20.82s,37d15m49.8s,2,0,2,837876203.995,864003066.495
SN2006R,2006-01-26,16h23m20.82s,37d15m49.8s,2,0,2,837876203.995,864003066.495
SN2006ra,2006-10-23,2h22m24.92s,5d22m01.3s,1,1,0,815155722.495,815155722.495
SN2006ra,2006-10-23,2h22m24.92s,5d22m01.3s,1,1,0,815155722.495,815155722.495
SN2006re,2006-10-26,1h41m39.06s,6d19m20.9s,1,1,0,780835109.995,780835109.995
SN2006re,2006-10-26,1h41m39.06s,6d19m20.9s,1,1,0,780835109.995,780835109.995
SN2006rg,2006-11-01,23h32m31.98s,8d54m17.3s,2,2,0,777734337.995,779882394.995
SN2006rg,2006-11-01,23h32m31.98s,8d54m17.3s,3,3,0,777734337.995,779882394.995
SN2006rl,2006-11-07,23h02m12.91s,-15d01m21.4s,1,1,0,776562279.495,776562279.495
SN2006rl,2006-11-07,23h02m12.91s,-15d01m21.4s,1,1,0,776562279.495,776562279.495
SN2006rm,2006-11-07,1h26m35.76s,7d48m43.5s,3,0,3,874013890.995,907846921.495
SN2006rm,2006-11-07,1h26m35.76s,7d48m43.5s,3,0,3,874013890.995,907846921.495
SN2006ro,2006-11-09,3h51m16.85s,26d50m05.4s,2,1,1,819296540.495,850051314.495
SN2006ro,2006-11-09,3h51m16.85s,26d50m05.4s,2,1,1,819296540.495,850051314.495
SN2006rr,2006-11-10,2h25m28.59s,7d17m02.5s,2,0,2,876557384.995,878326194.495
SN2006rr,2006-11-10,2h25m28.59s,7d17m02.5s,2,0,2,876557384.995,878326194.495
SN2006rs,2006-11-11,0h33m09.13s,-13d27m16.2s,1,0,1,847542529.995,847542529.995
SN2006rs,2006-11-11,0h33m09.13s,-13d27m16.2s,1,0,1,847542529.995,847542529.995
SN2006rv,2006-11-13,2h00m00.71s,24d56m15s,2,0,2,873546360.495,873635114.995
SN2006rv,2006-11-13,2h00m00.71s,24d56m15s,2,0,2,873546360.495,873635114.995
SN2006rw,2006-11-14,3h38m09.57s,2d26m05.6s,1,0,1,849690662.495,849690662.495
SN2006rw,2006-11-14,3h38m09.57s,2d26m05.6s,1,0,1,849690662.495,849690662.495
SN2006S,2006-01-26,12h45m39.1s,35d05m12.4s,1,0,1,856547356.495,856547356.495
SN2006S,2006-01-26,12h45m39.1s,35d05m12.4s,1,0,1,856547356.495,856547356.495
SN2006sb,2006-11-12,2h06m30.31s,-4d05m30.6s,3,1,2,753464734.995,877959243.495
SN2006sb,2006-11-12,2h06m30.31s,-4d05m30.6s,16,1,15,753464734.995,976023872.495
SN2006sc,2006-11-12,2h10m10.227s,-4d44m12.52s,1,0,1,877621251.495,877621251.495
SN2006sc,2006-11-12,2h10m10.227s,-4d44m12.52s,40,0,40,877621250.995,974367813.495
SN2006sd,2006-11-14,1h14m24.155s,1d02m39.45s,9,2,7,780207909.495,909195426.995
SN2006sd,2006-11-14,1h14m24.155s,1d02m39.45s,14,2,12,780207909.495,969682926.995
SN2006se,2006-11-14,1h14m48.054s,0d06m39.39s,6,0,6,874414819.495,906266757.995
SN2006se,2006-11-14,1h14m48.054s,0d06m39.39s,14,0,14,874414819.495,1000795797.495
SN2006sf,2006-11-14,2h08m11.654s,-3d51m40.19s,3,1,2,753464515.995,877959401.495
SN2006sf,2006-11-14,2h08m11.654s,-3d51m40.19s,18,1,17,753464515.995,976023872.495
SN2006sg,2006-11-14,2h08m13.041s,-3d46m21.93s,3,1,2,753464515.995,877959401.495
SN2006sg,2006-11-14,2h08m13.041s,-3d46m21.93s,18,1,17,753464515.995,976023865.995
SN2006sh,2006-11-14,2h09m11.064s,-3d44m42.01s,3,1,2,753464515.995,877959401.495
SN2006sh,2006-11-14,2h09m11.064s,-3d44m42.01s,11,1,10,753464515.995,975792857.495
SN2006si,2006-11-14,2h09m51.327s,-3d43m32.48s,3,1,2,753464515.995,877959401.495
SN2006si,2006-11-14,2h09m51.327s,-3d43m32.48s,11,1,10,753464515.995,975792857.495
SN2006sj,2006-11-14,2h10m22.418s,-3d33m09.32s,3,1,2,753464515.995,877959401.495
SN2006sj,2006-11-14,2h10m22.418s,-3d33m09.32s,10,1,9,753464515.995,975792857.495
SN2006sk,2006-11-14,2h10m33.801s,-4d04m03.86s,4,1,3,753464515.995,877959401.495
SN2006sk,2006-11-14,2h10m33.801s,-4d04m03.86s,14,1,13,753464515.995,975792857.495
SN2006sm,2006-11-14,2h33m29.487s,-8d30m11.94s,4,4,0,782391427.495,815220502.495
SN2006sm,2006-11-14,2h33m29.487s,-8d30m11.94s,13,4,9,782391427.495,976041622.495
SN2006so,2006-11-18,2h33m49.155s,-8d59m15.78s,6,4,2,782391427.495,878391113.995
SN2006so,2006-11-18,2h33m49.155s,-8d59m15.78s,10,4,6,782391427.495,974214022.495
SN2006sp,2006-11-24,1h10m55.17s,-0d27m52.32s,4,1,3,749492047.495,906137274.995
SN2006sp,2006-11-24,1h10m55.17s,-0d27m52.32s,8,1,7,749492047.495,973374331.495
SN2006sr,2006-12-12,0h03m35.02s,23d11m46.2s,6,5,1,750073138.995,873131744.995
SN2006sr,2006-12-12,0h03m35.02s,23d11m46.2s,9,8,1,750073138.995,873131744.995
SN2006su,2006-12-18,12h46m56.88s,36d32m01.8s,3,2,1,825230976.995,856654410.995
SN2006su,2006-12-18,12h46m56.88s,36d32m01.8s,4,3,1,825230976.995,856654410.995
SN2006sv,2006-11-09,22h25m28.25s,0d15m55s,1,0,1,1002457816.995,1002457816.995
SN2006sw,2006-11-14,1h05m00.2s,-0d22m28.7s,6,1,5,749492772.995,877581099.495
SN2006sw,2006-11-14,1h05m00.2s,-0d22m28.7s,6,1,5,749492772.995,877581099.495
SN2006sz,2006-11-16,23h42m52.46s,-0d33m22.9s,5,3,2,842277974.495,904037210.995
SN2006sz,2006-11-16,23h42m52.46s,-0d33m22.9s,5,3,2,842277974.495,904037210.995
SN2006ta,2006-11-19,3h29m50.42s,0d17m42.3s,5,1,4,753712609.995,913679429.495
SN2006ta,2006-11-19,3h29m50.42s,0d17m42.3s,6,1,5,753712609.995,943394705.495
SN2006tb,2006-11-19,3h45m15.49s,-0d07m42.8s,2,1,1,754203211.995,912632911.495
SN2006tb,2006-11-19,3h45m15.49s,-0d07m42.8s,2,1,1,754203211.995,912632911.495
SN2006tc,2006-11-23,3h08m01.96s,0d56m36.4s,5,0,5,876888644.495,909679989.995
SN2006tc,2006-11-23,3h08m01.96s,0d56m36.4s,5,0,5,876888644.495,909679989.995
SN2006td,2006-12-24,1h58m15.76s,36d20m57.7s,1,0,1,1005562656.995,1005562656.995
SN2006te,2006-12-28,8h11m42.99s,41d33m16.8s,2,0,2,851299485.495,852464909.995
SN2006te,2006-12-28,8h11m42.99s,41d33m16.8s,3,0,3,851299485.495,948387492.495
SN2006tj,2006-12-13,1h09m23.282s,0d42m42.26s,6,2,4,749492268.495,906829509.995
SN2006tj,2006-12-13,1h09m23.282s,0d42m42.26s,10,2,8,749492261.995,969724338.495
SN2006tk,2006-12-15,1h07m52.642s,0d27m55.3s,4,1,3,749492478.995,906829509.995
SN2006tk,2006-12-15,1h07m52.642s,0d27m55.3s,8,1,7,749492478.995,969724338.495
SN2006tl,2006-12-15,1h09m17.279s,-0d40m27.97s,3,1,2,749492622.995,878716143.495
SN2006tl,2006-12-15,1h09m17.279s,-0d40m27.97s,7,1,6,749492622.995,973374331.495
SN2006tn,2006-12-17,2h05m36.025s,-5d08m46.28s,2,2,0,781190694.495,782131454.995
SN2006tn,2006-12-17,2h05m36.025s,-5d08m46.28s,65,2,63,781190694.495,973918281.995
SN2006tp,2006-12-17,2h09m14.042s,-4d37m12.18s,1,1,0,753464661.995,753464661.995
SN2006tp,2006-12-17,2h09m14.042s,-4d37m12.18s,31,1,30,753464661.495,973930110.495
SN2006tr,2006-12-17,2h28m29.535s,-7d53m28.51s,2,1,1,848003822.495,907770017.495
SN2006tr,2006-12-17,2h28m29.535s,-7d53m28.51s,10,1,9,848003822.495,976088958.495
SN2006ts,2006-12-19,2h10m18.686s,-3d32m26.32s,3,2,1,753464515.995,877959401.495
SN2006ts,2006-12-19,2h10m18.686s,-3d32m26.32s,10,2,8,753464515.995,975792857.495
SN2006tu,2006-12-19,2h29m56.537s,-7d59m50.79s,2,1,1,848003822.495,907770017.495
SN2006tu,2006-12-19,2h29m56.537s,-7d59m50.79s,11,1,10,848003822.495,976088958.495
SN2006tv,2006-12-19,2h35m34.225s,-8d34m22.03s,4,4,0,782391427.495,815220502.495
SN2006tv,2006-12-19,2h35m34.225s,-8d34m22.03s,9,4,5,782391427.495,976041622.495
SN2006tx,2006-12-21,1h10m26.783s,-0d34m07.49s,4,1,3,749492622.995,878716143.495
SN2006tx,2006-12-21,1h10m26.783s,-0d34m07.49s,8,1,7,749492622.995,973374331.495
SN2006ty,2006-12-21,1h10m45.362s,0d34m04.46s,3,1,2,749492196.495,877053944.995
SN2006ty,2006-12-21,1h10m45.362s,0d34m04.46s,8,1,7,749492189.995,973279657.495
SN2006ua,2006-12-16,2h25m57.01s,-8d45m38.36s,5,3,2,782361181.995,878391400.995
SN2006ua,2006-12-16,2h25m57.01s,-8d45m38.36s,7,3,4,782361181.995,1004055103.495
SN2006ub,2006-12-16,2h26m21.34s,-8d54m19.82s,5,3,2,782361181.995,878391400.995
SN2006ub,2006-12-16,2h26m21.34s,-8d54m19.82s,7,3,4,782361181.995,1004055103.495
SN2006X,2006-02-04,12h22m53.93s,15d48m32s,7,0,7,826089138.995,926002696.495
SN2006X,2006-02-04,12h22m53.93s,15d48m32s,9,1,8,765744935.495,954953745.495
SN2007A,2007-01-02,0h25m16.66s,12d53m12.5s,2,2,0,845875560.495,846129883.995
SN2007A,2007-01-02,0h25m16.66s,12d53m12.5s,2,2,0,845875560.495,846129883.995
SN2007ae,2007-02-19,17h01m51.95s,79d01m54.6s,3,3,0,793996621.495,855713237.995
SN2007ae,2007-02-19,17h01m51.95s,79d01m54.6s,4,3,1,793996621.495,1005024576.495
SN2007af,2007-03-01,14h22m21.03s,-0d23m37.6s,5,0,5,860819440.495,927167458.495
SN2007af,2007-03-01,14h22m21.03s,-0d23m37.6s,5,0,5,860819440.495,927167458.495
SN2007ar,2007-03-12,13h21m01.93s,58d33m02.4s,3,1,2,793960277.995,890472070.995
SN2007ar,2007-03-12,13h21m01.93s,58d33m02.4s,4,2,2,793960277.995,890472070.995
SN2007at,2007-03-18,14h51m12.28s,-21d23m31.2s,1,0,1,865127008.495,865127008.495
SN2007at,2007-03-18,14h51m12.28s,-21d23m31.2s,1,0,1,865127008.495,865127008.495
SN2007au,2007-03-18,7h11m46.11s,49d51m13.4s,3,2,1,850792149.495,917418830.495
SN2007au,2007-03-18,7h11m46.11s,49d51m13.4s,3,2,1,850792149.495,917418830.495
SN2007ax,2007-03-21,8h22m43.26s,22d33m16.9s,3,2,1,792576332.495,887720723.495
SN2007ax,2007-03-21,8h22m43.26s,22d33m16.9s,5,4,1,789948827.995,887720723.495
SN2007B,2007-01-05,22h35m31.1s,34d48m06.6s,1,1,0,777822964.495,777822964.495
SN2007B,2007-01-05,22h35m31.1s,34d48m06.6s,2,2,0,777822963.995,808516363.495
SN2007bd,2007-04-04,8h31m32.872s,-1d11m52.02s,1,1,0,854974188.995,854974188.995
SN2007bd,2007-04-04,8h31m32.872s,-1d11m52.02s,1,1,0,854974188.995,854974188.995
SN2007bj,2007-04-18,16h22m10.59s,-1d30m51.4s,2,1,1,836644393.495,868190879.995
SN2007bj,2007-04-18,16h22m10.59s,-1d30m51.4s,2,1,1,836644393.495,868190879.995
SN2007cb,2007-04-27,13h58m17.2s,-23d22m20.7s,1,0,1,863013968.995,863013968.995
SN2007cb,2007-04-27,13h58m17.2s,-23d22m20.7s,1,0,1,863013968.995,863013968.995
SN2007cc,2007-04-27,14h08m41.98s,-21d35m49.8s,1,1,0,769010682.995,769010682.995
SN2007cc,2007-04-27,14h08m41.98s,-21d35m49.8s,1,1,0,769010682.995,769010682.995
SN2007cf,2007-05-08,15h23m07.66s,8d31m45.5s,1,1,0,860849457.995,860849457.995
SN2007cf,2007-05-08,15h23m07.66s,8d31m45.5s,2,2,0,800546241.495,860849457.995
SN2007cg,2007-05-11,13h25m33.58s,-24d39m08.1s,1,1,0,769087603.995,769087603.995
SN2007cg,2007-05-11,13h25m33.58s,-24d39m08.1s,1,1,0,769087603.995,769087603.995
SN2007cn,2007-05-29,22h13m55.79s,13d45m23.9s,8,8,0,838846186.995,840638754.995
SN2007cn,2007-05-29,22h13m55.79s,13d45m23.9s,8,8,0,838846186.995,840638754.995
SN2007cp,2007-06-13,12h42m12.72s,-17d24m07.7s,1,1,0,858956737.995,858956737.995
SN2007cp,2007-06-13,12h42m12.72s,-17d24m07.7s,3,3,0,797776503.995,858956737.995
SN2007cv,2007-06-29,10h37m45.4s,-27d04m57s,2,1,1,823799182.495,885040270.995
SN2007cv,2007-06-29,10h37m45.4s,-27d04m57s,2,1,1,823799182.495,885040270.995
SN2007cx,2007-03-31,10h19m09.49s,36d50m54.8s,2,2,0,855352573.995,857133352.995
SN2007cx,2007-03-31,10h19m09.49s,36d50m54.8s,2,2,0,855352573.995,857133352.995
SN2007cy,2007-04-02,9h11m30.08s,8d27m28.2s,3,3,0,761572511.995,856128145.495
SN2007cy,2007-04-02,9h11m30.08s,8d27m28.2s,4,4,0,759500887.995,856128145.495
SN2007da,2007-04-04,11h05m05.66s,8d38m58.5s,3,2,1,764691032.995,891169989.495
SN2007da,2007-04-04,11h05m05.66s,8d38m58.5s,6,2,4,764691032.995,987037918.995
SN2007dc,2007-04-04,11h48m51.16s,10d03m46.8s,1,1,0,764507288.495,764507288.495
SN2007dc,2007-04-04,11h48m51.16s,10d03m46.8s,1,1,0,764507288.495,764507288.495
SN2007de,2007-04-04,14h07m39.89s,19d28m04.8s,1,0,1,862659480.995,862659480.995
SN2007de,2007-04-04,14h07m39.89s,19d28m04.8s,4,1,3,799706078.995,990900368.495
SN2007dh,2007-04-18,11h52m36.7s,12d20m14.4s,1,1,0,856720322.995,856720322.995
SN2007dh,2007-04-18,11h52m36.7s,12d20m14.4s,2,1,1,856720322.495,921062981.995
SN2007di,2007-04-18,16h14m25.92s,5d09m21.1s,3,2,1,836715672.995,896719156.495
SN2007di,2007-04-18,16h14m25.92s,5d09m21.1s,5,4,1,800451278.995,896719156.495
SN2007dj,2007-04-19,11h10m19.97s,-1d20m20s,4,1,3,858323235.995,920329852.995
SN2007dj,2007-04-19,11h10m19.97s,-1d20m20s,5,2,3,827841106.495,920329852.995
SN2007dl,2007-04-22,13h56m54.23s,10d50m39.2s,1,1,0,765980736.995,765980736.995
SN2007dl,2007-04-22,13h56m54.23s,10d50m39.2s,1,1,0,765980736.995,765980736.995
SN2007dn,2007-04-24,15h22m45.8s,17d13m20.2s,1,0,1,861878573.995,861878573.995
SN2007dn,2007-04-24,15h22m45.8s,17d13m20.2s,1,0,1,861878573.995,861878573.995
SN2007do,2007-04-27,10h36m10.18s,34d32m33.4s,1,1,0,793504333.995,793504333.995
SN2007do,2007-04-27,10h36m10.18s,34d32m33.4s,2,1,1,793504333.495,949368645.995
SN2007dr,2007-04-27,16h41m56s,15d22m59.1s,2,1,1,836479492.495,868629429.995
SN2007dr,2007-04-27,16h41m56s,15d22m59.1s,4,3,1,799622662.995,868629429.995
SN2007du,2007-05-04,13h21m54.91s,23d02m26.8s,1,0,1,862487503.495,862487503.495
SN2007du,2007-05-04,13h21m54.91s,23d02m26.8s,3,2,1,801297462.495,862487503.495
SN2007dx,2007-05-09,12h51m12.75s,-9d01m45.2s,3,1,2,859205031.495,893625425.495
SN2007dx,2007-05-09,12h51m12.75s,-9d01m45.2s,8,6,2,799013308.495,893625425.495
SN2007E,2007-01-10,2h26m34.41s,-15d50m36.5s,2,0,2,876905969.995,878248873.495
SN2007E,2007-01-10,2h26m34.41s,-15d50m36.5s,2,0,2,876905969.995,878248873.495
SN2007ec,2007-05-24,21h49m32.58s,19d01m44.4s,2,0,2,868777034.495,868782955.995
SN2007ec,2007-05-24,21h49m32.58s,19d01m44.4s,2,0,2,868777034.495,868782955.995
SN2007ee,2007-05-28,14h47m47.34s,16d49m53.1s,1,0,1,864647431.495,864647431.495
SN2007ee,2007-05-28,14h47m47.34s,16d49m53.1s,1,0,1,864647431.495,864647431.495
SN2007eg,2007-05-30,13h09m50.34s,20d44m42s,1,1,0,862239605.495,862239605.495
SN2007eg,2007-05-30,13h09m50.34s,20d44m42s,1,1,0,862239605.495,862239605.495
SN2007ek,2007-06-04,15h23m04.86s,8d46m55.7s,1,1,0,860849245.995,860849245.995
SN2007ek,2007-06-04,15h23m04.86s,8d46m55.7s,2,2,0,800546241.495,860849245.995
SN2007eo,2007-06-05,17h28m46.33s,22d10m40.3s,1,1,0,772490974.495,772490974.495
SN2007eo,2007-06-05,17h28m46.33s,22d10m40.3s,2,2,0,772490967.995,803853500.995
SN2007ex,2007-06-28,0h26m49.89s,21d10m49.3s,1,0,1,1003522294.995,1003522294.995
SN2007ey,2007-06-29,15h12m21.36s,12d30m03.7s,2,2,0,864227761.995,864849303.495
SN2007ey,2007-06-29,15h12m21.36s,12d30m03.7s,2,2,0,864227761.995,864849303.495
SN2007ez,2007-06-30,23h29m29.57s,10d31m54.3s,3,3,0,750078217.995,779881958.995
SN2007ez,2007-06-30,23h29m29.57s,10d31m54.3s,4,4,0,750078217.995,779881958.995
SN2007F,2007-01-11,13h03m15.08s,50d37m07.7s,1,1,0,794185725.495,794185725.495
SN2007F,2007-01-11,13h03m15.08s,50d37m07.7s,2,2,0,794185724.995,798783460.495
SN2007fb,2007-07-03,23h56m52.37s,5d30m31.8s,1,1,0,777331500.495,777331500.495
SN2007fb,2007-07-03,23h56m52.37s,5d30m31.8s,1,1,0,777331500.495,777331500.495
SN2007fc,2007-07-08,23h57m33.89s,-21d59m53s,2,2,0,749900484.495,779029762.995
SN2007fc,2007-07-08,23h57m33.89s,-21d59m53s,3,3,0,749900484.495,811907036.995
SN2007fd,2007-06-30,14h16m19.03s,36d13m01.3s,4,3,1,862003743.995,868043387.495
SN2007fd,2007-06-30,14h16m19.03s,36d13m01.3s,6,5,1,801309317.495,868043387.495
SN2007fh,2007-07-03,22h16m41.64s,21d18m58.9s,2,2,0,745674454.995,811397317.995
SN2007fh,2007-07-03,22h16m41.64s,21d18m58.9s,2,2,0,745674454.995,811397317.995
SN2007fi,2007-07-05,15h44m16.87s,34d43m13.7s,1,1,0,767425377.995,767425377.995
SN2007fi,2007-07-05,15h44m16.87s,34d43m13.7s,1,1,0,767425377.995,767425377.995
SN2007fr,2007-07-14,21h37m08.64s,0d26m13.553s,8,2,6,838893495.495,903392306.995
SN2007fr,2007-07-14,21h37m08.64s,0d26m13.553s,8,2,6,838893495.495,903392306.995
SN2007ft,2007-07-15,12h47m03.7s,-41d35m22s,1,1,0,858511964.995,858511964.995
SN2007fu,2007-07-13,20h30m28.88s,-13d15m34.9s,5,4,1,773579480.495,869067358.995
SN2007fx,2007-07-14,20h55m57.169s,-5d41m52.92s,1,1,0,842082106.495,842082106.495
SN2007fx,2007-07-14,20h55m57.169s,-5d41m52.92s,1,1,0,842082106.495,842082106.495
SN2007gc,2007-07-18,14h47m47.32s,30d28m14.5s,2,2,0,860187530.995,867848859.495
SN2007gc,2007-07-18,14h47m47.32s,30d28m14.5s,2,2,0,860187530.995,867848859.495
SN2007gd,2007-07-18,15h29m31.48s,7d59m51.1s,2,2,0,860849809.995,860872772.495
SN2007gd,2007-07-18,15h29m31.48s,7d59m51.1s,2,2,0,860849809.995,860872772.495
SN2007gf,2007-07-26,23h17m48.71s,22d59m07.1s,2,2,0,776645945.495,776651867.995
SN2007gf,2007-07-26,23h17m48.71s,22d59m07.1s,3,3,0,776645945.495,808499146.995
SN2007gi,2007-07-31,12h01m23.42s,61d53m33.8s,3,2,1,855466141.495,890980615.995
SN2007gi,2007-07-31,12h01m23.42s,61d53m33.8s,6,5,1,759690096.495,890980615.995
SN2007gp,2007-08-07,21h57m35.59s,8d00m47.3s,2,2,0,842870105.495,868967298.995
SN2007gp,2007-08-07,21h57m35.59s,8d00m47.3s,2,2,0,842870105.495,868967298.995
SN2007gt,2007-08-16,0h16m26.1696s,-0d21m09.5688s,6,2,4,842325524.495,909272589.995
SN2007gt,2007-08-16,0h16m26.1696s,-0d21m09.5688s,6,2,4,842325524.495,909272589.995
SN2007gu,2007-08-16,22h53m42.55s,12d05m54.4s,2,2,0,843756880.495,869404748.495
SN2007gu,2007-08-16,22h53m42.55s,12d05m54.4s,2,2,0,843756880.495,869404748.495
SN2007gv,2007-08-19,1h39m05.65s,6d14m42s,1,0,1,874107235.995,874107235.995
SN2007gv,2007-08-19,1h39m05.65s,6d14m42s,1,0,1,874107235.995,874107235.995
SN2007ha,2007-08-20,0h46m01.79s,-23d14m14.4s,3,3,0,751119763.995,848312060.495
SN2007ha,2007-08-20,0h46m01.79s,-23d14m14.4s,3,3,0,751119763.995,848312060.495
SN2007hb,2007-08-24,2h08m34.02s,29d14m14.3s,2,0,2,873457077.495,873717400.995
SN2007hb,2007-08-24,2h08m34.02s,29d14m14.3s,2,0,2,873457077.495,873717400.995
SN2007hf,2007-08-24,2h37m28.26s,-23d32m04.7s,2,2,0,815505070.995,816090814.995
SN2007hf,2007-08-24,2h37m28.26s,-23d32m04.7s,2,2,0,815505070.995,816090814.995
SN2007hg,2007-08-24,4h08m32.65s,2d22m43.7s,1,1,0,753866619.495,753866619.495
SN2007hh,2007-08-26,16h46m59.1s,38d56m02.5s,4,4,0,768751940.495,864286669.495
SN2007hh,2007-08-26,16h46m59.1s,38d56m02.5s,4,4,0,768751940.495,864286669.495
SN2007ho,2007-08-31,21h22m50.97s,-21d08m42.5s,2,2,0,843573353.995,868990429.495
SN2007ho,2007-08-31,21h22m50.97s,-21d08m42.5s,2,2,0,843573353.995,868990429.495
SN2007hq,2007-09-01,0h10m06.68s,-16d16m24.3s,1,0,1,873137034.995,873137034.995
SN2007hq,2007-09-01,0h10m06.68s,-16d16m24.3s,2,0,2,873137034.495,873628113.495
SN2007hu,2007-09-09,16h56m29.96s,27d58m40.4s,3,3,0,775644512.995,866469060.495
SN2007hu,2007-09-09,16h56m29.96s,27d58m40.4s,3,3,0,775644512.995,866469060.495
SN2007hx,2007-09-03,2h06m27.288s,-0d53m57.57s,4,3,1,750268090.495,908326123.495
SN2007hx,2007-09-03,2h06m27.288s,-0d53m57.57s,4,3,1,750268090.495,908326123.495
SN2007hy,2007-09-03,3h39m42.336s,1d05m32.28s,2,1,1,753889560.995,912301655.495
SN2007hy,2007-09-03,3h39m42.336s,1d05m32.28s,2,1,1,753889560.995,912301655.495
SN2007ia,2007-09-04,3h43m10.056s,0d06m08.8956s,5,1,4,849774785.495,913395877.495
SN2007ia,2007-09-04,3h43m10.056s,0d06m08.8956s,7,1,6,849774785.495,943489194.495
SN2007ie,2007-09-05,22h17m36.69s,0d36m48s,88,82,6,746379489.995,906208278.995
SN2007ie,2007-09-05,22h17m36.69s,0d36m48s,131,84,47,746379489.995,997760957.995
SN2007ij,2007-09-04,23h57m22.08s,0d06m21.089s,4,2,2,750688069.495,878686507.995
SN2007ij,2007-09-04,23h57m22.08s,0d06m21.089s,4,2,2,750688069.495,878686507.995
SN2007ik,2007-09-05,22h38m53.76s,-1d10m02.14s,5,4,1,776165741.495,905723799.995
SN2007ik,2007-09-05,22h38m53.76s,-1d10m02.14s,6,5,1,776165741.495,905723799.995
SN2007im,2007-08-31,22h26m11.78s,-12d08m09.7s,2,2,0,745131048.995,843560641.495
SN2007im,2007-08-31,22h26m11.78s,-12d08m09.7s,3,2,1,745131048.995,969523197.495
SN2007in,2007-09-09,1h08m13.68s,18d44m27s,1,1,0,749558448.995,749558448.995
SN2007in,2007-09-09,1h08m13.68s,18d44m27s,1,1,0,749558448.995,749558448.995
SN2007io,2007-09-10,1h04m47.69s,4d31m16.7s,6,0,6,874415813.995,909243017.495
SN2007io,2007-09-10,1h04m47.69s,4d31m16.7s,6,0,6,874415813.995,909243017.495
SN2007ip,2007-09-10,1h35m08.82s,36d01m04.8s,3,3,0,780918542.495,847205525.495
SN2007ip,2007-09-10,1h35m08.82s,36d01m04.8s,6,4,2,780918542.495,1005716284.995
SN2007ix,2007-09-03,0h51m30.88s,-0d56m50.6s,2,1,1,749327330.995,876894219.495
SN2007ix,2007-09-03,0h51m30.88s,-0d56m50.6s,2,1,1,749327330.995,876894219.495
SN2007iy,2007-09-03,20h41m06s,-0d25m19.6356s,35,24,11,773622321.995,962300109.495
SN2007jb,2007-09-04,0h26m33.79s,0d02m31.1s,5,1,4,779793343.495,906569194.495
SN2007jb,2007-09-04,0h26m33.79s,0d02m31.1s,5,1,4,779793343.495,906569194.495
SN2007jd,2007-09-05,2h59m53.688s,1d09m36.83s,5,0,5,876888358.995,913602712.995
SN2007jd,2007-09-05,2h59m53.688s,1d09m36.83s,6,0,6,876888358.995,940537305.495
SN2007je,2007-09-12,2h11m47.31s,-0d54m44.8s,4,2,2,780948065.495,908704754.495
SN2007je,2007-09-12,2h11m47.31s,-0d54m44.8s,4,2,2,780948065.495,908704754.495
SN2007jg,2007-09-14,3h29m50.81s,0d03m24.6s,3,1,2,849774335.495,913679875.995
SN2007jg,2007-09-14,3h29m50.81s,0d03m24.6s,3,1,2,849774335.495,913679875.995
SN2007jh,2007-09-15,3h36m01.578s,1d06m16.88s,2,1,1,753889722.995,912218843.495
SN2007jh,2007-09-15,3h36m01.578s,1d06m16.88s,2,1,1,753889722.995,912218843.495
SN2007ji,2007-09-03,0h38m48.3s,-0d10m45.8s,6,0,6,873279304.495,878704020.995
SN2007ji,2007-09-03,0h38m48.3s,-0d10m45.8s,6,0,6,873279304.495,878704020.995
SN2007jj,2007-09-03,1h45m26.73s,-0d01m09.9s,5,2,3,780823848.995,909313980.495
SN2007jj,2007-09-03,1h45m26.73s,-0d01m09.9s,5,2,3,780823848.995,909313980.495
SN2007jk,2007-09-03,2h55m05.4s,-0d08m51.7s,4,3,1,784924326.495,876746815.995
SN2007jk,2007-09-03,2h55m05.4s,-0d08m51.7s,5,3,2,784924326.495,940519561.495
SN2007jo,2007-09-03,23h10m12.58s,-0d55m53.1s,6,4,2,745710641.495,907628272.995
SN2007jo,2007-09-03,23h10m12.58s,-0d55m53.1s,6,4,2,745710641.495,907628272.995
